company_age,doc_completion,avg_rating,rating_variance,cancellation_rate,price_deviation,trustworthy
764,0.0,4.0,0.84,0.02,1.41,0
1705,1.0,3.1,1.37,0.31,0.74,0
992,0.0,1.2,0.97,0.02,0.52,0
1440,0.33,3.3,1.26,0.16,1.35,0
1768,0.33,2.0,1.77,0.13,0.78,0
272,0.33,3.1,1.65,0.05,1.27,0
1635,0.67,4.4,1.5,0.09,1.04,0
1012,0.67,4.5,0.58,0.36,0.58,0
778,1.0,2.7,1.4,0.22,1.48,0
1515,0.33,4.5,0.54,0.24,0.64,0
1122,0.67,2.0,0.52,0.04,1.49,0
137,0.0,1.4,0.46,0.12,0.62,0
1003,0.33,4.9,1.14,0.16,0.17,0
980,0.0,1.4,1.79,0.13,1.5,0
1846,0.0,2.6,1.03,0.04,1.15,0
622,0.67,1.2,0.6,0.3,0.48,0
1534,0.0,2.9,1.27,0.28,0.42,0
1234,0.0,4.8,0.65,0.55,0.33,0
861,0.0,4.0,0.98,0.27,1.42,0
1597,0.33,1.6,1.04,0.46,0.59,0
232,0.0,3.7,0.11,0.11,0.61,0
425,0.67,4.8,0.63,0.46,1.03,0
1787,1.0,3.8,1.42,0.46,0.54,0
1269,1.0,1.3,1.76,0.55,0.68,0
1627,0.67,2.1,0.6,0.51,0.88,0
183,0.0,1.7,0.93,0.21,1.32,0
1851,1.0,4.0,0.19,0.34,0.01,0
414,0.33,2.2,0.26,0.19,1.33,0
893,0.0,4.8,0.13,0.38,1.26,0
364,1.0,2.6,0.41,0.56,1.19,0
1337,0.0,1.3,0.79,0.46,0.23,0
924,0.33,2.6,0.96,0.23,0.03,0
408,0.67,4.2,1.62,0.25,0.52,1
925,1.0,3.4,1.02,0.12,0.51,0
1401,0.67,2.9,1.32,0.03,0.35,0
1510,0.67,1.9,0.14,0.25,0.14,0
830,1.0,3.1,0.53,0.38,0.52,0
280,0.33,2.5,1.35,0.47,0.0,0
567,0.0,1.3,0.67,0.13,0.15,0
886,0.33,4.2,1.95,0.23,1.16,0
843,1.0,4.8,1.74,0.29,0.61,1
267,0.33,4.4,0.71,0.4,1.5,0
709,0.67,1.7,1.44,0.35,0.4,0
394,0.33,3.0,1.93,0.2,0.35,0
541,0.33,3.4,1.51,0.0,1.45,0
1173,0.0,3.5,1.1,0.18,0.46,0
1218,0.67,4.0,1.27,0.25,0.04,1
235,0.67,3.2,0.28,0.24,0.04,0
1161,0.67,2.9,0.02,0.34,0.26,0
979,0.67,1.2,1.49,0.48,1.43,0
763,0.67,1.0,0.27,0.47,0.79,0
410,0.0,1.2,1.1,0.16,0.04,0
746,0.33,3.9,0.49,0.4,0.29,0
1283,0.0,3.5,1.61,0.41,0.89,0
410,0.0,4.0,1.14,0.51,1.43,0
1346,0.33,1.9,1.27,0.3,0.49,0
1486,0.33,2.1,0.66,0.6,0.61,0
1835,0.0,2.0,0.69,0.23,0.92,0
1809,0.33,4.3,0.57,0.4,1.23,0
1922,0.33,2.8,0.48,0.16,0.58,0
65,0.33,4.2,1.03,0.16,1.26,0
468,0.67,1.3,1.57,0.01,0.85,0
906,0.67,1.5,0.12,0.33,0.97,0
279,0.0,4.7,1.57,0.19,1.03,0
1669,1.0,4.7,0.18,0.23,1.05,0
1572,0.0,4.4,0.09,0.47,0.42,0
852,1.0,4.7,0.72,0.03,0.79,1
1047,1.0,1.5,0.18,0.1,0.11,0
1260,0.0,2.8,0.52,0.29,0.49,0
532,0.0,2.6,0.25,0.22,0.06,0
1716,0.67,4.9,1.89,0.27,0.93,0
514,0.0,1.9,1.47,0.37,0.24,0
1519,0.0,4.8,0.01,0.01,0.99,0
1128,0.33,1.8,1.05,0.52,1.14,0
1600,0.67,1.5,1.87,0.48,0.93,0
296,0.67,1.2,1.52,0.01,0.85,0
153,0.33,1.8,1.1,0.33,0.94,0
903,0.0,4.8,0.75,0.36,0.94,0
745,1.0,1.3,0.16,0.28,1.01,0
481,0.33,3.3,0.05,0.37,0.05,0
1713,1.0,2.0,0.35,0.24,1.35,0
162,0.67,1.2,0.43,0.28,0.6,0
1440,0.33,1.7,1.11,0.21,1.07,0
55,1.0,4.1,0.99,0.33,0.33,0
1802,1.0,3.5,1.52,0.34,0.01,0
1971,1.0,4.3,0.62,0.39,0.19,0
552,1.0,3.8,0.94,0.13,0.72,1
1365,0.33,3.1,0.51,0.59,0.69,0
1024,1.0,2.6,0.18,0.29,0.38,0
1445,1.0,2.0,0.5,0.57,0.1,0
500,0.33,2.4,1.72,0.4,0.56,0
1312,0.0,3.7,0.96,0.41,1.17,0
554,0.67,4.8,1.23,0.32,0.84,0
879,0.33,2.9,1.36,0.25,0.16,0
88,0.33,2.7,1.24,0.49,0.39,0
446,0.0,3.0,0.57,0.17,0.21,0
451,1.0,1.3,2.0,0.45,0.27,0
1852,1.0,2.7,1.04,0.55,1.11,0
245,0.0,2.9,0.53,0.14,0.19,0
1371,0.33,4.3,0.27,0.32,0.26,0
1226,0.33,3.1,0.22,0.1,1.32,0
1621,1.0,1.0,0.71,0.08,0.89,0
1844,0.67,2.0,0.86,0.3,1.34,0
545,0.67,1.2,1.68,0.46,0.38,0
1454,0.0,3.7,1.38,0.19,1.4,0
192,0.67,4.7,0.31,0.42,0.48,0
0,1.0,1.5,1.75,0.12,0.74,0
823,0.67,1.8,1.91,0.54,0.96,0
1906,0.33,2.9,1.97,0.36,0.89,0
796,0.0,1.5,0.77,0.01,1.41,0
299,0.33,3.4,0.64,0.19,0.93,0
854,0.0,1.6,0.97,0.02,1.05,0
1419,1.0,3.8,0.82,0.06,0.18,1
1412,0.33,4.5,0.72,0.27,1.16,0
1046,0.67,1.1,0.24,0.4,1.04,0
586,0.67,4.0,0.83,0.43,0.17,0
1521,0.0,2.1,0.11,0.55,0.24,0
588,0.67,4.2,1.27,0.03,1.17,0
1579,1.0,3.5,1.58,0.31,1.29,0
1003,0.0,2.8,1.74,0.38,0.38,0
1041,0.0,1.1,1.84,0.39,1.11,0
483,0.0,3.0,1.41,0.35,1.29,0
1044,0.67,3.7,1.11,0.38,0.95,0
279,1.0,2.6,1.43,0.17,0.85,0
1085,1.0,2.0,1.3,0.6,0.76,0
710,1.0,1.3,1.92,0.57,1.32,0
1695,0.67,4.2,0.65,0.52,1.26,0
940,0.0,3.7,0.72,0.26,0.73,0
121,0.0,4.1,1.46,0.15,0.11,0
307,0.0,3.6,0.11,0.17,0.04,0
1502,0.33,4.2,1.96,0.29,0.31,0
846,1.0,2.4,1.57,0.48,0.44,0
63,0.0,1.2,0.3,0.4,0.68,0
1874,0.0,4.2,0.61,0.13,1.0,0
1863,1.0,4.2,1.41,0.25,0.28,1
1240,0.0,4.6,1.43,0.06,1.03,0
1142,0.33,4.1,0.62,0.57,0.98,0
965,1.0,1.8,0.33,0.53,1.4,0
1762,0.33,1.3,0.1,0.31,0.2,0
1786,0.67,2.8,1.06,0.38,0.99,0
1832,1.0,3.9,0.21,0.44,0.82,0
33,0.67,2.7,0.98,0.12,1.15,0
925,1.0,3.1,1.7,0.56,0.41,0
1967,1.0,4.0,0.88,0.38,0.71,0
1706,0.33,2.4,1.99,0.54,0.0,0
337,0.67,3.0,0.26,0.13,0.24,0
763,0.0,3.2,1.34,0.19,1.34,0
1573,0.0,2.0,1.15,0.41,0.85,0
277,0.67,2.2,1.91,0.39,1.17,0
1865,0.67,1.9,0.58,0.16,0.68,0
946,0.33,3.2,0.64,0.06,0.83,0
14,0.0,4.8,0.49,0.58,1.08,0
1788,0.67,4.0,0.52,0.45,0.86,0
1038,0.33,3.0,0.22,0.57,0.19,0
519,0.33,3.7,1.96,0.33,1.35,0
1693,0.67,4.6,0.44,0.08,0.52,1
1428,0.33,3.5,1.04,0.18,0.19,0
1794,0.33,5.0,1.78,0.14,1.08,0
65,0.0,1.6,1.31,0.6,0.11,0
1796,0.67,3.1,0.66,0.18,0.48,0
164,1.0,1.4,0.81,0.32,0.59,0
1496,1.0,1.7,0.79,0.17,0.05,0
1331,0.67,4.5,1.98,0.06,0.71,1
1831,0.67,2.3,0.68,0.16,0.03,0
1731,0.33,2.4,0.65,0.57,1.25,0
255,0.67,4.6,1.84,0.32,0.77,0
913,0.33,2.1,1.83,0.55,1.4,0
1885,0.67,2.7,0.13,0.11,0.94,0
1205,0.67,3.5,0.23,0.09,1.43,0
706,0.33,3.2,0.72,0.0,1.16,0
1624,0.33,2.1,0.26,0.25,1.21,0
257,1.0,2.8,1.94,0.12,0.29,0
1556,0.67,4.1,0.79,0.51,0.48,0
908,1.0,4.3,1.81,0.06,0.02,1
806,0.33,3.0,0.34,0.18,0.98,0
1714,0.0,4.3,1.23,0.24,1.23,0
1663,1.0,3.6,0.19,0.42,0.04,0
104,0.67,3.9,1.65,0.31,1.19,0
127,0.0,4.7,1.16,0.12,1.11,0
1908,0.67,1.6,1.19,0.05,0.75,0
570,1.0,1.6,0.35,0.01,0.41,0
876,0.33,4.9,0.54,0.55,1.02,0
960,1.0,2.2,0.85,0.52,0.09,0
1351,0.33,3.6,1.08,0.59,0.02,0
1382,0.0,3.0,0.45,0.17,0.44,0
556,0.33,1.9,0.27,0.22,1.1,0
438,0.33,2.2,1.57,0.52,0.47,0
612,0.67,2.8,0.26,0.02,0.08,0
336,0.0,1.5,0.54,0.19,0.4,0
91,0.33,3.6,0.24,0.32,0.11,0
1009,0.67,2.3,0.37,0.2,0.1,0
1138,0.33,4.2,1.69,0.4,1.23,0
1273,0.0,2.2,1.48,0.52,0.21,0
1947,0.67,3.5,0.17,0.47,1.41,0
823,0.33,1.9,1.31,0.39,0.35,0
1766,0.33,2.8,1.41,0.2,0.89,0
1078,1.0,1.7,0.59,0.42,0.55,0
1475,0.0,3.6,1.09,0.57,1.08,0
1226,1.0,2.9,1.72,0.53,0.28,0
672,0.67,2.4,1.21,0.09,0.12,0
1416,0.0,3.7,0.88,0.51,0.14,0
1517,0.67,2.4,0.2,0.6,0.13,0
1352,0.0,3.5,0.57,0.57,0.82,0
822,0.33,2.5,1.39,0.16,0.54,0
1984,0.67,3.4,0.11,0.57,1.0,0
1832,0.0,2.6,0.6,0.23,0.42,0
1148,0.0,2.3,0.37,0.39,0.71,0
1148,0.33,3.3,0.53,0.55,0.69,0
986,0.0,3.3,0.46,0.04,1.17,0
188,0.67,2.6,1.84,0.57,0.14,0
1064,0.0,2.6,0.48,0.34,0.19,0
1424,1.0,3.5,1.48,0.4,0.34,0
388,1.0,2.0,0.02,0.44,1.47,0
97,0.0,2.0,0.67,0.54,0.74,0
814,0.67,4.4,1.06,0.06,0.22,1
1250,0.67,2.5,0.43,0.03,0.98,0
716,1.0,4.1,0.01,0.25,1.13,0
1223,0.33,4.3,0.83,0.11,0.06,0
64,0.33,4.2,1.13,0.43,1.34,0
126,0.0,1.8,1.32,0.03,0.18,0
1517,0.33,3.5,0.57,0.07,0.93,0
970,0.0,3.2,1.97,0.07,0.01,0
1420,0.33,1.8,0.77,0.04,0.14,0
624,0.33,2.1,0.5,0.12,0.08,0
521,1.0,1.8,1.34,0.24,1.4,0
1321,0.0,3.7,0.11,0.3,0.67,0
6,0.33,4.6,0.83,0.52,1.49,0
1351,0.33,3.4,1.51,0.37,1.18,0
1366,0.0,4.0,1.77,0.54,0.44,0
488,1.0,2.5,0.14,0.58,0.84,0
166,1.0,1.6,1.14,0.1,0.53,0
926,1.0,3.9,1.3,0.09,0.38,1
912,0.0,1.2,1.91,0.27,0.02,0
531,1.0,1.4,0.65,0.35,0.21,0
547,0.0,1.3,1.54,0.25,0.43,0
1748,1.0,1.9,1.54,0.22,0.6,0
1498,1.0,1.7,1.95,0.51,1.14,0
1005,0.0,1.4,0.29,0.51,1.41,0
976,0.33,3.5,1.09,0.49,0.92,0
1676,0.33,1.4,0.69,0.34,0.12,0
1567,1.0,1.1,1.64,0.47,0.91,0
1574,1.0,2.7,1.89,0.41,1.38,0
586,0.67,2.0,0.37,0.55,0.39,0
1604,0.33,3.7,0.3,0.35,0.68,0
965,0.33,4.7,0.4,0.34,0.14,0
849,0.67,2.9,0.96,0.1,1.02,0
1981,0.33,3.3,0.12,0.38,0.7,0
1479,1.0,1.1,1.73,0.39,0.22,0
1910,0.0,4.2,1.81,0.35,0.6,0
714,1.0,2.6,0.99,0.26,0.51,0
476,0.0,1.0,0.12,0.54,0.98,0
247,0.0,2.8,1.75,0.19,0.29,0
1156,0.0,2.2,0.42,0.55,0.35,0
677,0.67,4.4,0.22,0.49,0.42,0
1903,0.0,1.0,0.46,0.01,0.29,0
354,0.67,4.5,1.3,0.09,0.8,0
32,0.33,2.2,1.37,0.55,0.73,0
1241,1.0,2.9,0.1,0.14,0.88,0
1503,0.33,2.6,0.65,0.51,1.43,0
1336,0.33,4.9,0.64,0.35,1.06,0
1656,0.0,1.5,0.6,0.4,0.92,0
937,0.33,4.9,1.97,0.4,0.01,0
717,0.67,4.3,1.4,0.34,1.27,0
721,0.67,3.2,1.1,0.5,1.12,0
896,0.67,4.4,0.56,0.52,0.49,0
1957,0.0,4.6,0.28,0.05,0.34,0
716,0.33,1.4,1.78,0.4,0.72,0
1578,0.0,1.1,1.14,0.28,1.15,0
1058,0.0,2.5,0.69,0.33,0.12,0
1522,0.67,2.3,0.3,0.35,1.18,0
842,0.33,1.7,0.18,0.35,0.84,0
38,1.0,1.0,1.48,0.35,1.5,0
1995,0.33,3.5,1.23,0.27,0.41,0
1142,0.67,4.9,0.38,0.37,0.27,0
1837,1.0,4.6,1.47,0.52,1.28,0
1684,1.0,4.0,0.49,0.55,1.22,0
10,0.67,4.5,1.17,0.08,0.47,1
924,0.0,4.0,0.56,0.32,1.12,0
1081,1.0,3.5,1.36,0.07,1.47,0
656,0.67,4.8,0.54,0.49,0.29,0
1952,0.0,2.1,0.14,0.37,1.05,0
1015,1.0,2.2,0.01,0.55,1.15,0
17,1.0,3.6,1.89,0.13,0.09,1
1662,1.0,2.8,1.99,0.58,1.31,0
1740,1.0,4.7,1.56,0.2,0.98,0
1860,1.0,1.7,1.79,0.25,0.77,0
275,0.0,4.3,0.67,0.3,1.35,0
1140,0.0,2.7,1.26,0.51,0.29,0
135,0.67,2.4,1.58,0.3,1.07,0
760,1.0,4.5,0.9,0.59,0.71,0
722,0.0,4.6,0.04,0.32,0.28,0
425,1.0,4.7,1.85,0.44,1.49,0
1497,0.0,2.7,0.89,0.56,0.85,0
805,0.67,3.1,1.24,0.27,1.43,0
1272,0.33,3.3,1.17,0.21,0.16,0
277,0.0,3.1,0.72,0.26,1.23,0
1521,0.67,1.0,1.86,0.13,1.1,0
476,0.67,3.6,1.77,0.1,1.31,0
23,0.67,3.0,1.44,0.02,1.42,0
1400,0.67,4.8,1.48,0.43,1.4,0
1024,0.0,3.5,1.64,0.05,1.25,0
1620,0.67,4.4,0.07,0.02,1.42,0
957,0.0,2.1,0.2,0.31,1.1,0
63,0.0,4.4,0.23,0.19,0.07,0
485,1.0,3.2,0.53,0.25,1.32,0
298,0.0,2.3,1.38,0.36,1.49,0
1839,1.0,2.9,0.3,0.25,1.02,0
413,0.67,1.9,1.38,0.52,0.06,0
1852,0.0,1.8,1.84,0.32,0.91,0
337,0.67,2.1,0.04,0.2,0.59,0
1589,0.67,4.2,1.53,0.47,0.09,0
631,0.67,3.0,0.57,0.15,0.41,0
417,0.0,2.7,0.94,0.3,0.88,0
1112,0.33,2.5,0.88,0.2,0.13,0
1410,0.67,3.9,1.73,0.22,0.58,1
1834,0.67,4.5,0.11,0.1,0.2,1
1929,0.67,4.1,1.11,0.01,0.79,1
1087,0.33,4.9,0.01,0.45,0.29,0
1032,1.0,3.8,0.45,0.14,0.22,1
1676,0.67,1.3,1.64,0.18,0.14,0
568,0.33,3.8,1.17,0.46,1.14,0
1609,0.67,2.9,1.3,0.33,0.03,0
1898,0.33,3.6,0.98,0.02,0.65,0
1538,0.33,3.3,0.89,0.41,0.67,0
1291,0.67,4.4,0.55,0.45,0.56,0
1975,0.33,3.7,0.08,0.31,0.84,0
1035,0.67,2.9,1.73,0.13,0.21,0
567,0.33,2.0,1.86,0.06,0.9,0
359,0.0,3.2,0.84,0.26,0.75,0
300,0.33,3.6,0.95,0.08,0.46,0
1621,0.33,3.2,1.16,0.06,0.97,0
1849,0.33,3.7,1.21,0.45,0.9,0
625,0.0,4.9,0.72,0.12,0.51,0
810,0.33,1.2,0.9,0.05,0.94,0
664,0.33,1.3,0.55,0.18,0.04,0
546,1.0,1.2,0.09,0.02,1.22,0
388,1.0,1.1,1.71,0.47,0.33,0
924,0.0,2.4,0.67,0.57,0.69,0
954,0.67,4.4,1.69,0.44,0.14,0
822,0.67,1.2,1.33,0.3,0.69,0
960,0.33,3.3,0.8,0.36,1.4,0
1813,0.33,2.0,0.55,0.06,0.22,0
718,1.0,2.6,0.92,0.09,0.95,0
1576,0.67,1.4,1.95,0.14,0.4,0
471,1.0,1.4,0.67,0.57,0.43,0
1178,0.67,2.8,1.38,0.31,1.23,0
689,0.67,3.8,0.92,0.6,0.73,0
1540,0.0,2.1,0.86,0.14,0.57,0
902,0.0,1.3,0.99,0.47,1.07,0
731,0.33,4.4,1.92,0.59,1.29,0
1073,0.33,1.3,1.11,0.05,1.4,0
953,0.33,4.1,1.36,0.48,1.24,0
681,0.0,2.9,1.39,0.16,1.41,0
320,0.67,4.9,1.95,0.54,0.53,0
777,1.0,4.4,1.26,0.49,1.5,0
1664,1.0,5.0,0.6,0.51,0.69,0
1085,0.0,3.2,0.48,0.46,0.1,0
139,0.0,3.6,0.7,0.32,0.91,0
1369,0.67,3.9,1.73,0.44,0.66,0
658,0.0,3.2,1.31,0.28,1.42,0
590,1.0,3.2,0.65,0.3,0.71,0
1383,1.0,2.7,1.02,0.57,1.28,0
1381,1.0,4.5,0.25,0.3,1.48,0
642,0.0,4.9,0.75,0.58,0.29,0
652,1.0,1.9,0.2,0.3,0.87,0
157,1.0,1.1,0.53,0.47,1.46,0
1927,1.0,4.8,1.51,0.23,0.02,1
1757,0.67,3.4,0.25,0.34,0.68,0
1067,0.33,2.1,0.77,0.39,1.47,0
1857,0.33,1.9,0.72,0.52,0.06,0
639,0.33,1.7,0.98,0.06,0.69,0
649,0.33,3.2,0.94,0.11,0.78,0
1154,0.67,3.2,1.51,0.03,1.02,0
1957,0.33,3.4,1.52,0.36,0.63,0
1646,0.33,2.9,1.1,0.22,0.57,0
691,0.67,3.7,1.08,0.28,0.84,0
1886,1.0,3.9,1.14,0.55,1.18,0
974,0.67,1.1,0.46,0.03,1.17,0
1706,0.33,1.4,0.37,0.26,0.29,0
1469,0.33,3.1,1.0,0.12,0.92,0
1644,1.0,3.6,1.19,0.42,0.11,0
239,0.33,3.3,0.4,0.11,1.38,0
1907,0.67,4.6,0.87,0.5,0.93,0
173,1.0,3.5,0.33,0.28,0.39,1
794,1.0,1.7,0.0,0.33,1.3,0
1433,0.33,4.5,1.98,0.49,1.25,0
1341,0.33,1.4,1.54,0.02,0.8,0
1000,0.0,3.9,1.66,0.25,0.51,0
918,0.33,4.3,1.79,0.59,0.97,0
440,0.67,1.5,0.9,0.37,0.99,0
1558,0.67,3.2,1.4,0.3,1.28,0
1167,1.0,2.6,1.64,0.45,1.34,0
1198,1.0,4.2,0.03,0.36,0.18,0
1296,0.67,2.1,1.27,0.58,0.53,0
1912,0.33,2.6,1.0,0.23,1.17,0
848,1.0,2.2,0.68,0.44,1.18,0
1872,0.0,3.8,0.2,0.18,1.02,0
1812,0.0,1.3,1.06,0.18,0.66,0
1893,0.0,1.3,0.83,0.26,0.56,0
815,0.0,4.3,0.33,0.5,0.66,0
2000,1.0,2.1,0.31,0.19,0.58,0
554,0.0,2.9,0.21,0.07,0.11,0
1999,1.0,1.7,1.2,0.58,1.01,0
1238,0.0,2.8,1.69,0.43,0.64,0
443,0.67,4.3,0.43,0.16,1.06,0
925,0.0,3.0,1.23,0.04,0.08,0
1346,1.0,2.8,0.81,0.2,0.52,0
125,0.33,3.9,1.79,0.41,1.47,0
922,0.0,4.5,0.65,0.1,0.76,0
635,0.33,4.8,1.62,0.38,1.37,0
1693,0.67,4.7,1.17,0.27,1.11,0
1660,0.0,4.8,1.44,0.28,1.39,0
1666,0.33,3.3,0.11,0.57,0.95,0
1486,1.0,1.1,0.71,0.45,0.56,0
623,0.0,2.2,1.44,0.12,0.47,0
386,0.33,4.6,1.75,0.31,0.77,0
1030,0.0,1.5,1.7,0.05,0.34,0
15,0.0,1.6,1.5,0.04,0.41,0
1444,0.0,3.9,0.46,0.2,0.58,0
1383,0.33,2.9,1.74,0.57,0.05,0
1604,1.0,4.6,1.45,0.29,0.69,1
889,1.0,1.0,0.27,0.13,0.3,0
849,0.0,1.8,0.38,0.54,0.34,0
356,1.0,4.1,1.15,0.28,1.24,0
880,1.0,4.8,0.5,0.48,0.14,0
899,0.0,2.6,0.18,0.43,0.59,0
1179,0.67,4.1,1.87,0.23,0.85,0
1789,0.67,3.7,0.53,0.43,1.11,0
1423,0.33,1.5,1.67,0.27,1.21,0
833,0.0,4.9,0.91,0.47,0.23,0
1117,0.67,1.7,0.11,0.07,0.26,0
1422,0.0,3.0,0.41,0.44,0.61,0
1228,1.0,2.5,0.4,0.03,1.02,0
625,1.0,1.5,0.37,0.13,0.52,0
99,0.0,1.3,0.95,0.55,0.42,0
464,0.67,1.9,0.83,0.28,1.46,0
1090,0.33,3.2,0.46,0.22,0.74,0
719,0.33,3.4,0.66,0.07,1.01,0
631,1.0,4.3,1.46,0.22,1.22,0
551,0.67,3.5,1.48,0.45,1.23,0
370,1.0,2.3,0.65,0.09,1.0,0
981,0.0,2.0,1.65,0.56,1.32,0
1224,1.0,4.2,0.41,0.06,0.34,1
1515,0.0,3.5,0.57,0.09,0.7,0
578,0.33,3.8,1.96,0.16,0.84,0
775,0.0,2.9,1.29,0.58,0.39,0
836,0.33,1.2,0.26,0.56,0.47,0
1056,0.67,3.0,1.97,0.07,0.11,0
253,0.0,5.0,0.06,0.33,0.44,0
714,0.33,1.3,1.26,0.08,0.84,0
140,0.0,3.2,1.2,0.17,0.92,0
804,0.67,2.9,1.91,0.31,0.73,0
1198,1.0,3.5,1.86,0.34,1.14,0
1081,0.0,4.2,0.49,0.02,1.16,0
665,0.33,3.6,1.51,0.53,0.77,0
914,0.67,1.6,0.3,0.39,0.91,0
1914,0.0,2.5,0.34,0.3,0.38,0
217,0.33,4.3,0.2,0.49,0.6,0
713,0.67,3.6,0.03,0.23,0.14,1
1647,0.0,1.8,0.67,0.34,1.41,0
106,0.33,5.0,1.21,0.42,0.37,0
1267,0.0,2.5,0.25,0.01,0.94,0
674,0.33,3.0,1.03,0.12,1.27,0
1981,0.33,3.5,1.04,0.55,0.43,0
1377,0.67,1.5,1.01,0.44,0.67,0
377,0.0,1.2,1.54,0.12,0.24,0
909,0.0,4.9,0.82,0.51,0.34,0
1828,0.33,4.5,1.09,0.05,0.95,0
1380,1.0,4.7,1.54,0.54,0.18,0
440,0.0,4.4,0.73,0.1,0.6,0
1831,0.0,2.7,0.24,0.31,1.47,0
1144,1.0,1.9,0.27,0.06,0.54,0
594,0.67,4.4,1.94,0.2,1.18,0
1066,0.33,4.3,1.59,0.34,0.91,0
1989,0.67,2.7,0.26,0.48,0.4,0
602,0.0,1.4,0.13,0.19,0.25,0
1160,0.0,2.5,0.86,0.56,0.21,0
1609,0.0,3.6,0.84,0.08,1.5,0
1461,0.67,4.5,0.57,0.28,0.68,1
273,0.0,4.9,0.13,0.02,1.31,0
1190,0.67,3.3,1.95,0.31,1.49,0
885,0.33,1.2,1.65,0.22,0.27,0
891,0.0,4.5,0.48,0.28,0.44,0
545,0.0,2.5,0.91,0.21,0.13,0
655,0.0,2.0,0.68,0.06,0.09,0
1959,1.0,1.0,1.98,0.05,0.72,0
1077,0.0,4.5,1.25,0.2,1.06,0
1181,1.0,2.9,0.09,0.07,0.96,0
1719,0.33,4.4,1.77,0.28,0.84,0
1345,0.33,1.0,0.48,0.26,0.17,0
1967,0.33,3.8,1.4,0.11,0.51,0
351,1.0,1.9,0.26,0.12,0.54,0
1263,0.67,3.1,1.07,0.07,1.37,0
240,1.0,4.9,1.62,0.13,1.37,0
290,0.67,4.3,1.13,0.11,0.9,0
1935,0.0,4.2,0.85,0.26,0.75,0
143,0.33,2.6,0.08,0.47,1.26,0
1953,0.67,3.8,0.31,0.41,1.25,0
1630,1.0,3.4,0.94,0.06,0.61,0
826,0.33,2.9,0.86,0.55,0.2,0
808,0.33,4.0,0.32,0.04,0.98,0
216,0.67,4.2,1.49,0.02,1.24,0
740,0.33,4.5,1.21,0.47,1.0,0
523,1.0,1.7,0.59,0.26,0.93,0
1099,0.33,4.3,1.18,0.51,0.33,0
943,0.33,2.7,0.63,0.46,0.61,0
559,0.33,3.4,0.37,0.01,0.6,0
294,0.33,1.4,1.55,0.3,0.2,0
1775,0.67,2.9,0.75,0.25,0.31,0
703,0.67,4.5,1.43,0.14,1.32,0
498,0.33,4.2,1.37,0.59,1.42,0
350,1.0,3.0,1.57,0.11,1.1,0
1390,0.0,4.1,0.62,0.06,0.74,0
1733,0.0,4.7,1.32,0.59,0.16,0
1339,1.0,4.8,1.7,0.51,1.46,0
1818,1.0,1.1,1.93,0.53,0.43,0
1692,1.0,3.5,1.48,0.2,0.23,1
129,1.0,2.0,1.38,0.55,0.47,0
642,1.0,1.6,0.03,0.04,0.74,0
1599,0.0,1.7,1.73,0.04,1.3,0
1428,0.0,3.2,1.32,0.07,0.21,0
1642,0.67,1.0,0.94,0.56,1.28,0
997,0.0,1.2,0.09,0.08,0.91,0
302,1.0,1.7,1.59,0.49,0.77,0
582,0.0,3.1,1.65,0.45,0.19,0
1991,0.33,2.4,0.34,0.42,0.73,0
1992,0.33,1.2,1.99,0.11,0.68,0
656,1.0,4.9,1.88,0.4,0.14,0
152,0.67,3.8,0.09,0.51,0.98,0
637,0.0,3.7,1.11,0.57,0.34,0
1755,0.33,3.8,0.82,0.46,1.5,0
1559,1.0,2.0,1.59,0.39,0.92,0
1880,1.0,3.0,0.94,0.34,1.03,0
33,0.67,4.3,1.99,0.0,0.05,1
1815,0.0,4.5,1.53,0.42,0.71,0
820,0.33,3.1,0.05,0.02,1.28,0
461,0.0,4.0,0.76,0.53,1.34,0
1331,0.67,1.6,1.99,0.32,0.15,0
1174,0.33,1.1,1.77,0.17,0.79,0
128,0.33,2.1,0.25,0.15,1.33,0
1578,1.0,3.3,1.65,0.59,1.09,0
1832,0.0,3.4,1.39,0.38,0.1,0
1614,1.0,1.7,0.31,0.24,0.0,0
941,1.0,1.2,1.92,0.18,1.31,0
1343,0.67,2.5,1.95,0.26,0.81,0
1620,1.0,2.8,1.46,0.34,0.41,0
187,0.33,3.6,1.53,0.26,0.43,0
629,0.0,1.4,0.87,0.41,0.8,0
782,0.33,2.5,0.62,0.23,0.58,0
71,0.33,1.9,0.87,0.44,0.25,0
742,0.33,2.4,0.57,0.39,0.39,0
838,0.67,2.5,1.64,0.03,0.27,0
1997,0.0,2.6,1.41,0.11,0.25,0
103,0.33,2.0,1.5,0.48,0.12,0
96,1.0,4.3,1.65,0.25,0.22,1
1361,0.67,2.9,0.66,0.09,0.27,0
196,0.67,1.5,0.16,0.17,0.4,0
281,1.0,3.1,1.28,0.3,0.63,0
732,1.0,3.2,0.87,0.34,1.43,0
1858,0.67,1.0,0.62,0.51,1.43,0
440,1.0,4.8,1.9,0.58,0.81,0
1543,1.0,1.8,0.36,0.4,0.67,0
501,0.33,1.6,1.45,0.39,1.41,0
334,0.33,4.0,1.02,0.25,0.61,0
966,0.0,2.8,0.44,0.25,0.82,0
560,0.33,3.1,1.42,0.32,0.09,0
1185,0.67,3.0,1.91,0.2,1.08,0
668,0.67,2.4,1.36,0.47,0.84,0
1745,0.0,2.1,1.43,0.01,0.95,0
